Source,Target,Timestamp
95,63,1082716920
145,95,1082717040
95,109,1082717040
145,95,1082717160
145,48,1082717340
145,95,1082717460
145,48,1082717700
145,48,1082717820
95,109,1082717880
96,48,1082718120
95,109,1082718240
96,95,1082718540
96,95,1082718660
96,48,1082718720
96,95,1082718900
105,144,1082720100
105,63,1082720160
6,146,1082721000
44,60,1082741580
44,105,1082741640
63,95,1082742060
44,32,1082744100
114,105,1082745480
34,109,1082745600
36,105,1082745780
36,109,1082745840
36,147,1082746380
44,32,1082746980
19,120,1082747940
9,136,1082749020
9,148,1082749020
9,149,1082749080
9,150,1082749140
9,151,1082749260
9,152,1082749320
9,153,1082749320
9,58,1082749380
9,58,1082749380
9,135,1082749380
9,22,1082749440
9,8,1082749500
9,154,1082749620
9,121,1082749740
1,135,1082750340
3,155,1082750580
36,109,1082750760
3,155,1082750820
30,132,1082751240
3,58,1082751780
68,56,1082753520
36,156,1082756640
131,30,1082757480
101,51,1082758500
101,34,1082758740
9,8,1082758920
36,73,1082760000
96,95,1082760660
9,76,1082761800
9,8,1082762040
9,157,1082762880
19,158,1082763480
9,58,1082763660
9,32,1082763960
44,129,1082768220
105,135,1082768220
105,129,1082768340
44,129,1082768520
44,129,1082768520
44,129,1082768580
51,101,1082768700
1,159,1082768760
44,74,1082770260
44,129,1082770380
160,72,1082772480
129,8,1082773320
36,147,1082773620
36,109,1082773680
36,105,1082773740
36,129,1082773800
9,8,1082773860
34,101,1082777580
161,162,1082778720
163,72,1082780100
32,164,1082781060
58,8,1082781840
32,58,1082782020
41,76,1082782320
41,120,1082782380
41,132,1082782440
41,165,1082782500
41,166,1082782500
41,157,1082782560
41,167,1082782560
41,168,1082782620
41,169,1082782620
41,134,1082782620
56,68,1082782740
41,56,1082782740
56,154,1082782800
56,170,1082782860
56,171,1082782860
56,172,1082782920
103,101,1082783220
51,157,1082783340
32,130,1082783460
8,58,1082784120
8,164,1082784180
103,63,1082784960
103,173,1082785140
67,154,1082785500
32,26,1082786040
96,163,1082787360
9,58,1082787780
41,56,1082787840
9,20,1082788080
9,165,1082788140
9,61,1082788260
103,109,1082789100
32,155,1082789220
32,109,1082789280
32,174,1082789340
175,50,1082789400
103,85,1082789880
124,109,1082789940
164,8,1082790120
103,63,1082790600
38,128,1082790840
103,63,1082790900
103,63,1082790960
19,109,1082790960
103,63,1082791020
103,63,1082791140
161,164,1082791140
161,164,1082791140
38,109,1082791200
41,63,1082791200
103,63,1082791320
176,63,1082791320
41,63,1082791320
176,63,1082791440
41,63,1082791440
161,63,1082791500
103,63,1082791500
41,63,1082791500
176,63,1082791560
41,63,1082791560
161,63,1082791560
103,63,1082791560
32,164,1082791560
176,63,1082791560
41,63,1082791620
176,63,1082791680
41,63,1082791680
161,63,1082791680
103,63,1082791740
41,177,1082791740
41,177,1082791740
164,178,1082791740
164,177,1082791800
32,175,1082791800
32,177,1082791800
176,63,1082791860
164,179,1082791860
41,63,1082791860
32,179,1082791920
41,63,1082791920
41,63,1082791980
41,63,1082792040
41,63,1082792100
161,63,1082792160
96,164,1082792280
41,63,1082792340
41,177,1082792400
41,177,1082792460
41,63,1082792520
41,177,1082792520
41,63,1082792580
161,63,1082792580
32,177,1082792580
41,177,1082792580
32,177,1082792700
41,177,1082792700
41,63,1082792700
41,180,1082792760
32,177,1082792820
41,63,1082792820
161,63,1082792880
41,177,1082792880
41,180,1082792880
177,32,1082793000
41,63,1082793060
41,177,1082793060
180,177,1082793060
180,177,1082793060
180,181,1082793120
41,177,1082793120
180,182,1082793180
41,180,1082793300
41,90,1082793300
41,63,1082793300
32,177,1082793360
41,180,1082793480
41,63,1082793480
41,177,1082793480
177,180,1082793540
177,180,1082793600
177,32,1082793660
41,180,1082793660
41,177,1082793720
41,180,1082793720
32,177,1082793780
41,63,1082793780
183,184,1082793840
41,63,1082794020
177,32,1082794080
32,177,1082794140
41,177,1082794200
177,32,1082794200
175,32,1082794260
32,177,1082794260
32,175,1082794320
41,168,1082794380
175,32,1082794500
41,168,1082794620
41,177,1082794620
177,32,1082794620
63,174,1082794620
174,63,1082794680
63,174,1082794680
174,63,1082794680
41,168,1082794740
41,177,1082794740
32,175,1082794740
63,174,1082794800
174,63,1082794800
41,168,1082794800
9,32,1082794860
41,177,1082794860
63,174,1082794860
32,177,1082794860
175,32,1082794860
32,175,1082794980
41,168,1082795040
41,177,1082795040
41,168,1082795040
41,168,1082795040
63,155,1082795100
174,63,1082795100
41,177,1082795160
177,32,1082795160
41,168,1082795160
175,32,1082795160
63,174,1082795160
174,63,1082795220
63,174,1082795280
41,168,1082795340
41,177,1082795340
41,177,1082795340
32,175,1082795400
41,177,1082795400
175,32,1082795580
175,32,1082795580
32,175,1082795700
41,177,1082795760
41,168,1082795760
174,63,1082795760
63,174,1082795820
41,168,1082795880
41,168,1082796000
41,177,1082796000
41,168,1082796000
41,177,1082796060
174,63,1082796060
63,174,1082796120
41,168,1082796360
41,177,1082796420
41,177,1082796720
41,177,1082796780
41,177,1082797080
9,32,1082797080
41,177,1082797140
41,185,1082797140
41,168,1082797140
185,147,1082797320
185,32,1082797440
41,185,1082797560
41,177,1082797560
32,185,1082797680
186,185,1082797680
140,185,1082797680
155,32,1082797680
32,155,1082797740
185,186,1082797740
155,63,1082797800
41,177,1082797920
103,177,1082797980
187,186,1082798100
185,97,1082798220
103,97,1082798220
187,186,1082798280
41,185,1082798340
41,185,1082798400
41,186,1082798400
41,185,1082798400
41,186,1082798520
185,63,1082798700
41,168,1082798700
187,186,1082798760
63,155,1082798880
63,185,1082798880
103,58,1082799000
103,63,1082799060
187,186,1082799120
103,188,1082799300
189,175,1082799300
189,175,1082799360
140,185,1082799480
187,186,1082799480
185,109,1082799480
140,185,1082799780
189,8,1082800320
102,97,1082800320
140,185,1082800500
41,86,1082800620
41,188,1082800920
101,100,1082801640
101,190,1082802240
191,175,1082802240
101,190,1082802240
101,190,1082802300
101,190,1082802360
101,190,1082802360
103,192,1082802420
101,190,1082802480
101,190,1082802540
101,190,1082802540
101,190,1082802600
101,190,1082802600
101,190,1082802600
101,190,1082802660
101,190,1082802660
193,149,1082802660
101,100,1082802720
193,190,1082802720
191,78,1082802780
101,190,1082802780
101,190,1082802780
190,109,1082802840
101,190,1082802900
193,190,1082802900
109,124,1082803200
103,109,1082803200
103,190,1082803260
103,109,1082803500
103,109,1082803560
41,192,1082804340
194,149,1082805480
194,195,1082805960
176,20,1082807700
176,61,1082807760
176,149,1082807760
176,120,1082807760
176,132,1082807760
176,86,1082807760
176,97,1082807820
176,72,1082807820
176,58,1082807820
176,8,1082807820
176,196,1082808000
176,197,1082808060
176,198,1082808060
176,199,1082808060
176,200,1082808060
176,190,1082808060
176,192,1082808060
176,201,1082808060
176,188,1082808060
176,202,1082808060
176,185,1082808060
176,203,1082808060
176,180,1082808120
176,181,1082808120
176,177,1082808120
176,184,1082808120
176,175,1082808120
176,166,1082808900
204,205,1082813700
204,104,1082813700
204,184,1082814000
189,144,1082814540
3,185,1082832540
3,32,1082833320
199,58,1082833440
63,185,1082833740
63,199,1082833920
63,184,1082833980
199,101,1082834220
194,199,1082835660
194,206,1082835720
194,207,1082835780
204,123,1082836020
121,191,1082836140
175,191,1082836200
204,129,1082836200
63,199,1082836260
101,184,1082836260
101,208,1082836380
63,46,1082836440
63,199,1082837460
101,88,1082838000
191,121,1082838720
191,175,1082838720
103,177,1082838840
199,20,1082838960
184,101,1082839020
103,132,1082839020
199,209,1082839320
101,184,1082839440
36,105,1082839800
103,210,1082839800
36,209,1082839920
184,101,1082840400
209,199,1082840580
199,209,1082840760
199,210,1082840940
101,184,1082841240
184,101,1082842680
176,101,1082844120
68,101,1082844540
32,198,1082845320
211,101,1082846700
212,209,1082846760
211,213,1082847000
211,93,1082847000
211,85,1082847060
189,199,1082847360
214,215,1082848260
103,109,1082848260
103,215,1082848320
103,82,1082848320
44,214,1082848380
103,215,1082848560
63,199,1082848560
63,199,1082848560
103,215,1082848680
103,215,1082848740
103,168,1082848800
214,109,1082848800
215,67,1082848860
103,215,1082848920
214,215,1082848920
41,215,1082848920
41,216,1082848920
103,127,1082849040
215,62,1082849160
214,109,1082849280
176,217,1082849400
176,216,1082849400
176,218,1082849580
103,109,1082849760
219,124,1082850000
19,109,1082850120
63,127,1082850540
88,101,1082850660
103,168,1082850840
103,56,1082851080
63,127,1082851140
103,56,1082851200
214,56,1082851200
214,56,1082851260
63,127,1082851380
51,215,1082851560
19,175,1082851860
19,109,1082851860
44,214,1082851920
215,51,1082851980
44,214,1082852160
19,215,1082852340
19,215,1082852340
103,175,1082852760
44,214,1082852820
19,215,1082853180
103,175,1082853180
214,175,1082853180
51,215,1082853300
19,215,1082853300
214,215,1082853360
215,51,1082853420
19,215,1082853540
96,95,1082853720
96,32,1082853840
19,215,1082853840
96,164,1082853840
103,215,1082853840
103,215,1082854020
19,215,1082854140
144,185,1082854260
103,168,1082854380
220,214,1082854380
220,32,1082854500
19,215,1082854500
144,32,1082854620
103,175,1082854800
103,175,1082854920
175,214,1082854920
103,175,1082854980
103,175,1082855100
103,175,1082855280
176,221,1082855700
103,98,1082856180
3,32,1082856780
222,120,1082856840
41,222,1082856840
41,222,1082857380
41,223,1082857860
214,175,1082858040
41,97,1082858220
41,134,1082858340
51,215,1082858460
36,222,1082858520
36,221,1082858580
212,66,1082858760
96,224,1082859000
175,214,1082859420
214,175,1082859480
225,223,1082859840
36,221,1082859840
36,214,1082859900
176,223,1082859900
176,226,1082859960
221,161,1082859960
36,221,1082859960
44,226,1082860200
221,161,1082860320
36,221,1082860500
221,161,1082860740
56,214,1082860920
221,161,1082860920
221,161,1082861100
221,161,1082861400
161,221,1082861700
36,221,1082861880
36,214,1082861940
221,161,1082862240
204,221,1082862600
227,26,1082862780
211,228,1082863440
214,101,1082864160
229,230,1082864940
220,214,1082865060
96,231,1082865360
96,232,1082865420
103,221,1082865480
103,20,1082865780
103,86,1082865840
220,214,1082865960
220,214,1082866200
103,66,1082866380
212,66,1082866800
124,109,1082866980
103,185,1082867280
212,6,1082867520
103,185,1082867640
103,8,1082867820
63,202,1082867940
63,185,1082867940
103,93,1082868300
63,185,1082868300
9,233,1082870280
103,233,1082870340
9,97,1082870580
9,190,1082870700
166,234,1082872200
69,34,1082872320
69,34,1082872320
235,191,1082872380
69,185,1082872620
41,166,1082873820
41,32,1082873880
3,32,1082874660
3,132,1082874780
1,30,1082875140
41,32,1082875620
41,173,1082875620
103,166,1082876400
63,127,1082877060
63,199,1082877420
103,166,1082877720
63,92,1082878020
97,228,1082878560
97,228,1082878560
103,58,1082880480
191,136,1082881200
32,58,1082881620
131,30,1082882460
191,236,1082882520
32,237,1082882700
9,235,1082882760
101,34,1082882820
237,32,1082882820
97,191,1082882880
48,81,1082882940
48,81,1082882940
175,214,1082883240
176,233,1082883480
9,101,1082883480
48,52,1082883780
48,52,1082883780
48,175,1082883780
52,48,1082883840
48,52,1082883960
9,177,1082884140
97,191,1082884200
9,175,1082884200
52,48,1082884200
175,48,1082884320
96,48,1082884440
41,32,1082884500
9,175,1082884560
41,174,1082884620
9,175,1082884920
48,175,1082885460
12,175,1082885460
48,52,1082885520
175,48,1082885580
48,175,1082885640
12,175,1082885640
12,168,1082885700
12,175,1082885700
52,48,1082885760
175,48,1082885760
48,52,1082885760
12,81,1082885820
12,175,1082885820
48,175,1082885820
175,48,1082885940
12,175,1082886000
48,175,1082886000
12,175,1082886000
52,48,1082886060
48,52,1082886120
12,175,1082886120
175,48,1082886180
52,48,1082886240
12,175,1082886300
48,52,1082886300
12,175,1082886300
48,175,1082886360
12,175,1082886420
175,48,1082886420
52,48,1082886420
12,175,1082886540
12,175,1082886540
12,175,1082886600
220,214,1082886600
12,175,1082886660
88,220,1082886660
48,175,1082886720
48,52,1082886720
12,175,1082886780
175,48,1082886840
52,48,1082886840
9,175,1082886900
48,175,1082886900
12,175,1082886960
12,175,1082887020
175,48,1082887020
12,175,1082887080
9,175,1082887080
48,175,1082887200
12,175,1082887200
48,52,1082887200
9,175,1082887260
175,48,1082887260
9,209,1082887260
12,175,1082887260
48,175,1082887380
103,66,1082887440
103,52,1082887500
12,175,1082887500
103,66,1082887560
175,48,1082887560
52,48,1082887560
103,66,1082887620
12,175,1082887620
12,175,1082887680
48,52,1082887800
48,175,1082887860
175,48,1082887920
48,175,1082887980
48,175,1082888040
9,175,1082888040
9,209,1082888040
175,48,1082888100
175,48,1082888220
220,48,1082888280
9,175,1082888280
48,175,1082888340
144,185,1082888400
175,48,1082888520
220,48,1082888520
48,175,1082888640
144,222,1082888700
220,48,1082888700
175,48,1082888700
220,48,1082888700
220,48,1082888880
48,175,1082888880
220,48,1082888940
175,48,1082889000
48,175,1082889060
220,48,1082889060
175,48,1082889120
144,195,1082889120
48,175,1082889180
191,237,1082889180
220,48,1082889180
175,48,1082889300
220,48,1082889360
48,175,1082889420
220,95,1082889540
95,168,1082889540
220,48,1082889600
176,198,1082889600
220,95,1082889600
191,175,1082889600
220,95,1082889660
176,201,1082889720
175,48,1082889720
175,191,1082889780
191,175,1082889780
48,175,1082889780
175,191,1082889840
175,48,1082889840
191,175,1082889840
144,88,1082889900
175,191,1082889900
220,48,1082889900
191,175,1082889900
175,191,1082889960
144,238,1082890020
191,175,1082890020
175,191,1082890080
220,95,1082890080
239,175,1082890080
144,240,1082890140
239,175,1082890200
239,236,1082890260
220,95,1082890320
220,48,1082890440
220,95,1082890440
12,90,1082890560
220,95,1082890680
144,23,1082890680
220,95,1082890740
3,132,1082890740
220,95,1082891340
220,95,1082891400
220,95,1082891640
103,52,1082891700
144,32,1082891760
220,48,1082891820
144,48,1082891940
36,222,1082892000
220,95,1082892000
88,144,1082892000
220,95,1082892120
220,95,1082892300
220,95,1082892480
144,48,1082892900
220,48,1082893140
144,48,1082893140
220,95,1082893200
220,95,1082893200
220,48,1082893200
9,144,1082893380
144,241,1082894340
103,144,1082894820
9,216,1082896440
194,242,1082898180
194,199,1082898240
194,209,1082898300
194,182,1082898420
32,144,1082916660
32,243,1082917020
204,241,1082920860
63,127,1082921460
227,144,1082922000
194,209,1082924520
168,95,1082925300
63,127,1082925900
44,214,1082926320
41,32,1082928420
9,244,1082929620
245,191,1082929800
228,97,1082930100
211,228,1082932440
211,246,1082932620
19,52,1082932860
233,88,1082933640
34,242,1082933940
19,233,1082934180
127,63,1082935440
143,32,1082935740
143,95,1082935800
9,235,1082936100
9,177,1082936100
63,127,1082936760
32,88,1082936820
211,233,1082937060
88,32,1082937540
32,88,1082937780
247,248,1082937840
248,247,1082937960
176,248,1082938140
176,248,1082938380
211,232,1082939220
88,32,1082939460
176,248,1082939880
176,63,1082939940
32,88,1082940000
249,63,1082940000
41,250,1082940840
41,248,1082940840
95,168,1082940840
41,251,1082940840
34,242,1082941140
176,72,1082941620
44,88,1082942820
103,177,1082943480
103,86,1082943600
12,168,1082944380
51,86,1082944560
212,252,1082944860
176,63,1082944980
41,97,1082945100
168,95,1082945220
249,63,1082945220
212,34,1082945280
212,252,1082945280
176,63,1082945280
212,252,1082945460
176,63,1082945580
212,34,1082945640
249,63,1082945760
212,34,1082946000
103,63,1082946120
144,247,1082946180
204,51,1082946180
103,63,1082946240
101,208,1082946300
212,34,1082946540
212,252,1082946600
53,253,1082948700
9,251,1082948760
164,8,1082950380
8,164,1082950500
212,34,1082950860
44,88,1082951100
44,48,1082951220
44,88,1082951280
44,48,1082951400
254,8,1082951460
8,254,1082951520
44,88,1082951700
254,8,1082951700
95,168,1082951880
254,8,1082952060
8,254,1082952180
254,8,1082952300
8,254,1082952360
254,8,1082952480
1,255,1082953800
103,256,1082955420
143,32,1082955480
204,257,1082956140
52,48,1082956440
258,76,1082956620
168,95,1082957100
259,260,1082957340
261,256,1082957400
19,52,1082957460
204,81,1082957640
19,52,1082957640
259,256,1082957760
51,260,1082957880
260,51,1082958000
204,262,1082958000
19,52,1082958060
103,260,1082958120
263,254,1082958120
263,254,1082958300
204,51,1082958300
260,51,1082958540
204,51,1082958660
41,256,1082958840
204,51,1082958840
204,51,1082958840
36,254,1082958900
204,51,1082958900
36,222,1082958900
204,51,1082959020
204,51,1082959020
204,51,1082959260
204,51,1082959260
62,215,1082959320
204,51,1082959440
264,158,1082959500
6,122,1082959560
204,51,1082959860
36,254,1082959980
36,6,1082959980
41,265,1082960040
204,51,1082960040
204,51,1082960280
36,6,1082960580
36,254,1082960640
260,51,1082960640
204,51,1082960640
36,222,1082960700
96,6,1082960820
204,51,1082960820
96,6,1082960880
256,259,1082960880
204,48,1082960940
36,254,1082960940
36,6,1082960940
204,51,1082960940
96,6,1082960940
36,6,1082961060
96,6,1082961060
204,51,1082961120
96,6,1082961240
204,51,1082961240
36,6,1082961300
36,254,1082961300
36,254,1082961360
204,48,1082961360
96,6,1082961480
211,251,1082961540
204,266,1082961660
204,51,1082961720
267,260,1082961720
267,256,1082961720
260,51,1082961840
260,267,1082961840
12,260,1082961840
263,191,1082961900
12,101,1082962020
204,48,1082962080
204,51,1082962140
204,266,1082962140
12,175,1082962200
204,48,1082962260
204,51,1082962440
51,267,1082962500
260,51,1082962500
204,48,1082962560
260,51,1082962560
268,149,1082962620
267,51,1082962680
189,8,1082962920
63,127,1082963040
51,267,1082963160
204,48,1082963280
204,221,1082963400
127,63,1082963460
204,48,1082963520
212,6,1082963580
204,48,1082963640
204,48,1082963700
267,51,1082963880
140,6,1082963940
12,175,1082963940
103,267,1082963940
204,48,1082963940
69,254,1082964060
212,34,1082964240
212,48,1082964360
103,267,1082964720
176,269,1082964840
204,48,1082964960
103,166,1082965140
19,265,1082965140
95,168,1082965320
212,254,1082965680
212,48,1082965860
176,270,1082965980
176,267,1082966040
212,48,1082966160
69,271,1082966160
212,48,1082966400
69,271,1082966400
69,271,1082966640
69,271,1082966760
272,273,1082966760
69,271,1082966820
48,256,1082966820
69,271,1082966880
274,48,1082967120
69,271,1082967180
274,48,1082967420
144,260,1082967600
103,265,1082967600
212,48,1082967660
263,222,1082967780
198,256,1082967780
103,270,1082967900
176,256,1082968080
212,48,1082968140
263,239,1082968200
212,48,1082968500
135,105,1082968680
263,239,1082968920
103,228,1082968920
212,48,1082969040
103,228,1082969100
204,48,1082969160
101,271,1082969400
101,34,1082969580
275,20,1082969700
103,228,1082969700
276,8,1082969700
20,275,1082969760
20,275,1082969760
101,34,1082969760
263,277,1082969940
263,277,1082970000
140,6,1082970300
9,135,1082970360
140,278,1082970420
9,135,1082970840
34,101,1082970960
127,260,1082971080
9,135,1082971140
101,68,1082971260
260,127,1082971320
103,52,1082971440
199,279,1082971500
199,260,1082971680
260,199,1082971920
260,127,1082971980
41,101,1082972280
63,127,1082972340
19,52,1082972460
41,280,1082972460
271,101,1082972580
68,101,1082972580
176,101,1082972640
260,127,1082972760
281,254,1082972820
41,280,1082973180
41,280,1082973240
277,68,1082973360
282,34,1082973360
176,283,1082973420
176,283,1082973420
41,280,1082973420
176,283,1082973480
176,283,1082973480
41,280,1082973720
176,248,1082973960
176,284,1082974020
176,166,1082974140
220,271,1082974140
41,270,1082974200
12,101,1082974260
220,67,1082974260
9,135,1082974260
12,101,1082974380
67,256,1082974500
12,101,1082974560
36,285,1082974620
12,101,1082974800
220,67,1082974920
286,221,1082974980
36,285,1082975700
36,285,1082975760
101,32,1082976000
189,132,1082977200
220,221,1082977380
220,221,1082977740
221,3,1082979600
181,180,1082979720
181,177,1082979780
181,177,1082979780
181,260,1082980200
260,287,1082980860
236,239,1082984400
260,181,1082990400
51,288,1082997660
215,51,1082999580
1,255,1083002580
79,166,1083002700
79,256,1083002820
79,260,1083002880
204,68,1083003420
289,135,1083003480
204,79,1083003480
204,276,1083003540
204,221,1083003540
204,271,1083003540
3,221,1083003720
58,199,1083003960
44,290,1083004980
27,221,1083006600
291,292,1083007260
69,293,1083007260
69,104,1083007320
9,260,1083008160
114,124,1083008340
199,58,1083009660
63,290,1083010200
32,291,1083010800
36,236,1083010980
36,291,1083011100
51,294,1083011400
36,236,1083013320
105,135,1083014040
211,228,1083015720
291,32,1083016080
211,260,1083016140
204,68,1083016560
204,276,1083016680
204,79,1083016680
295,296,1083016800
204,48,1083017040
211,288,1083017160
211,284,1083017220
204,288,1083017220
204,284,1083017340
294,51,1083017700
263,277,1083017820
6,221,1083017880
44,129,1083018600
297,191,1083018900
70,124,1083019140
32,291,1083020460
51,294,1083021600
53,291,1083021840
204,298,1083022140
294,51,1083022260
9,32,1083022980
9,177,1083023040
220,221,1083023460
289,220,1083023940
211,265,1083024120
221,3,1083025200
221,6,1083025380
221,211,1083025920
27,221,1083026100
277,34,1083026220
263,277,1083026520
277,299,1083026940
277,299,1083027000
300,52,1083027120
212,67,1083027960
277,50,1083028440
204,221,1083029280
204,181,1083029340
211,221,1083029640
140,124,1083029820
6,221,1083029880
184,32,1083030000
193,233,1083030000
32,184,1083030000
32,184,1083030120
32,184,1083030240
301,63,1083030300
32,184,1083030360
193,149,1083030480
289,8,1083030660
9,299,1083030900
140,124,1083030960
6,88,1083031020
302,138,1083031140
